"response_id";"response_valid";"form";"access";"respondent_id";"respondent_apikey";"respondent_index";"question_id";"question_type";"question_required";"question_title";"question_note";"nominal";"nominal_title";"entity_1";"entity_1_title";"entity_2";"entity_2_title";"factor";"factor_title";"effect";"effect_title";"min";"max";"value";"value_title"
"5c3a4d85327cb41c1df5d917";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:26:45.035Z";"mmkpi1wa1en";;;"ooecyr3bzcr";"One of many selection";true;"Как Вы бы оценили возможность записи предметов в ВУЗе?";"";"4tvq7udgqa5";"Просто записаться.";;;;;;;;;;;true;
"5c3a4d85327cb41c1df5d917";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:26:45.035Z";"mmkpi1wa1en";;;"f2ezou04s6j";"One of many selection";true;"Вы чувствуете себя в ВУЗе безопасно?";"";"1en0o3xziwk";"Скорее безопасно";;;;;;;;;;;true;
"5c3a4d85327cb41c1df5d917";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:26:45.035Z";"mmkpi1wa1en";;;"7sk54offwfs";"One of many selection";true;"Насколько трудно получить нужные учебные материалы?";"";"8dmecvrj3dr";"Очень трудно";;;;;;;;;;;true;
"5c3a4d85327cb41c1df5d917";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:26:45.035Z";"mmkpi1wa1en";;;"4p6b7wqrv8r";"One of many selection";true;"Насколько Вы в общем довольны обучением в этом ВУЗе?";"";"6n5b3g64qp9";"Скорее недоволен/льна";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"llbfkvgph1b";"One of many selection";true;"Насколько качественно преподавание Ваших главных (профилирующих) предметов?";"";"lxw8qb132pi";"Скорее качественно";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"5pd8wiiz6t3";"Rate";true;"Насколько качественно преподавание Ваших факультативных предметов?";"";;;;;;;;;;;;;4;"Качественно"
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"4y54oc5c6yd";"One of many selection";true;"Вы считаете, учебные помещения ВУЗа оборудованы надлежащим образом?";"";"5qruvhnuz1u";"Скорее да";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"ooecyr3bzcr";"One of many selection";true;"Как Вы бы оценили возможность записи предметов в ВУЗе?";"";"bpljt0me4ui";"В среднем просто записаться.";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"f2ezou04s6j";"One of many selection";true;"Вы чувствуете себя в ВУЗе безопасно?";"";"1en0o3xziwk";"Скорее безопасно";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"7sk54offwfs";"One of many selection";true;"Насколько трудно получить нужные учебные материалы?";"";"jr19sov679g";"Нормально";;;;;;;;;;;true;
"5c3a4f42327cb41c1df5d918";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:34:10.181Z";"a2f8p12rcta";;;"4p6b7wqrv8r";"One of many selection";true;"Насколько Вы в общем довольны обучением в этом ВУЗе?";"";"jb0cak79qmp";"Скорее доволен/льна";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"4p6b7wqrv8r";"One of many selection";true;"Насколько Вы в общем довольны обучением в этом ВУЗе?";"";"0nxnsypiie6q";"Нормально доволен/льна";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"7sk54offwfs";"One of many selection";true;"Насколько трудно получить нужные учебные материалы?";"";"sm9vs0om1ki";"Просто";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"f2ezou04s6j";"One of many selection";true;"Вы чувствуете себя в ВУЗе безопасно?";"";"1en0o3xziwk";"Скорее безопасно";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"ooecyr3bzcr";"One of many selection";true;"Как Вы бы оценили возможность записи предметов в ВУЗе?";"";"41au6jqc72u";"Очень просто записаться.";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"4y54oc5c6yd";"One of many selection";true;"Вы считаете, учебные помещения ВУЗа оборудованы надлежащим образом?";"";"lfd8vva8fa";"Нет";;;;;;;;;;;true;
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"5pd8wiiz6t3";"Rate";true;"Насколько качественно преподавание Ваших факультативных предметов?";"";;;;;;;;;;;;;1;"Некачественно"
"5c3a4ff3327cb41c1df5d919";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:37:07.231Z";"i1000ehvh8";;;"llbfkvgph1b";"One of many selection";true;"Насколько качественно преподавание Ваших главных (профилирующих) предметов?";"";"ds0hhlczwqd";"Некачественно";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"5pd8wiiz6t3";"Rate";true;"Насколько качественно преподавание Ваших факультативных предметов?";"";;;;;;;;;;;;;1;"Некачественно"
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"4p6b7wqrv8r";"One of many selection";true;"Насколько Вы в общем довольны обучением в этом ВУЗе?";"";"6n5b3g64qp9";"Скорее недоволен/льна";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"7sk54offwfs";"One of many selection";true;"Насколько трудно получить нужные учебные материалы?";"";"8dmecvrj3dr";"Очень трудно";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"f2ezou04s6j";"One of many selection";true;"Вы чувствуете себя в ВУЗе безопасно?";"";"gwd5lj3jzp";"Я не чувствую себя безопасно.";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"ooecyr3bzcr";"One of many selection";true;"Как Вы бы оценили возможность записи предметов в ВУЗе?";"";"oz1u5kjzwpe";"Полностью сложно записаться.";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"4y54oc5c6yd";"One of many selection";true;"Вы считаете, учебные помещения ВУЗа оборудованы надлежащим образом?";"";"lfd8vva8fa";"Нет";;;;;;;;;;;true;
"5c3a5461327cb41c1df5d91a";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:01.989Z";"5ovytxonntu";;;"llbfkvgph1b";"One of many selection";true;"Насколько качественно преподавание Ваших главных (профилирующих) предметов?";"";"p8ykje6aqz";"Совсем некачественно";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"4p6b7wqrv8r";"One of many selection";true;"Насколько Вы в общем довольны обучением в этом ВУЗе?";"";"aojsgkff0ko";"Очень недоволен/льна";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"7sk54offwfs";"One of many selection";true;"Насколько трудно получить нужные учебные материалы?";"";"8dmecvrj3dr";"Очень трудно";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"f2ezou04s6j";"One of many selection";true;"Вы чувствуете себя в ВУЗе безопасно?";"";"gwd5lj3jzp";"Я не чувствую себя безопасно.";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"ooecyr3bzcr";"One of many selection";true;"Как Вы бы оценили возможность записи предметов в ВУЗе?";"";"oz1u5kjzwpe";"Полностью сложно записаться.";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"4y54oc5c6yd";"One of many selection";true;"Вы считаете, учебные помещения ВУЗа оборудованы надлежащим образом?";"";"lfd8vva8fa";"Нет";;;;;;;;;;;true;
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"5pd8wiiz6t3";"Rate";true;"Насколько качественно преподавание Ваших факультативных предметов?";"";;;;;;;;;;;;;1;"Некачественно"
"5c3a5494327cb41c1df5d91b";true;"5c3a4840327cb41c1df5d915";"2019-01-12T20:56:52.426Z";"5a37c84a4dd564c00875a351";;;"llbfkvgph1b";"One of many selection";true;"Насколько качественно преподавание Ваших главных (профилирующих) предметов?";"";"p8ykje6aqz";"Совсем некачественно";;;;;;;;;;;true;
